WD08CD,WD08NM,PCO08CD,PCO08NM,
38UBGS,Bicester East,5QE,Oxfordshire,
38UBGT,Bicester North,5QE,Oxfordshire,
38UBGU,Bicester South,5QE,Oxfordshire,
38UBGW,Bicester Town,5QE,Oxfordshire,
38UBGX,Bicester West,5QE,Oxfordshire,
38UBGY,Bloxham and Bodicote,5QE,Oxfordshire,
38UBGZ,Caversfield,5QE,Oxfordshire,
38UBHA,Cropredy,5QE,Oxfordshire,
38UBHB,Deddington,5QE,Oxfordshire,
38UBHC,Fringford,5QE,Oxfordshire,
38UBHD,Hook Norton,5QE,Oxfordshire,
38UBHE,Kidlington North,5QE,Oxfordshire,
38UBHF,Kidlington South,5QE,Oxfordshire,
38UBHG,Kirtlington,5QE,Oxfordshire,
38UBHH,Launton,5QE,Oxfordshire,
38UBHJ,Otmoor,5QE,Oxfordshire,
38UBHK,Sibford,5QE,Oxfordshire,
38UBHL,The Astons and Heyfords,5QE,Oxfordshire,
38UBHM,Wroxton,5QE,Oxfordshire,
38UBHN,"Yarnton, Gosford and Water Eaton",5QE,Oxfordshire,
38UCFT,Barton and Sandhills,5QE,Oxfordshire,
38UCFU,Blackbird Leys,5QE,Oxfordshire,
38UCFW,Carfax,5QE,Oxfordshire,
38UCFX,Churchill,5QE,Oxfordshire,
38UCFY,Cowley,5QE,Oxfordshire,
38UCFZ,Cowley Marsh,5QE,Oxfordshire,
38UCGA,Headington,5QE,Oxfordshire,
38UCGB,Headington Hill and Northway,5QE,Oxfordshire,
38UCGC,Hinksey Park,5QE,Oxfordshire,
38UCGD,Holywell,5QE,Oxfordshire,
38UCGE,Iffley Fields,5QE,Oxfordshire,
38UCGF,Jericho and Osney,5QE,Oxfordshire,
38UCGG,Littlemore,5QE,Oxfordshire,
38UCGH,Lye Valley,5QE,Oxfordshire,
38UCGJ,Marston,5QE,Oxfordshire,
38UCGK,North,5QE,Oxfordshire,
38UCGL,Northfield Brook,5QE,Oxfordshire,
38UCGM,Quarry and Risinghurst,5QE,Oxfordshire,
38UCGN,Rose Hill and Iffley,5QE,Oxfordshire,
38UCGP,St Clement's,5QE,Oxfordshire,
38UCGQ,St Margaret's,5QE,Oxfordshire,
38UCGR,St Mary's,5QE,Oxfordshire,
38UCGS,Summertown,5QE,Oxfordshire,
38UCGT,Wolvercote,5QE,Oxfordshire,
38UDGK,Aston Rowant,5QD,Buckinghamshire,
38UDGL,Benson,5QE,Oxfordshire,
38UDGM,Berinsfield,5QE,Oxfordshire,
38UDGN,Brightwell,5QE,Oxfordshire,
38UDGP,Chalgrove,5QE,Oxfordshire,
38UDGQ,Chiltern Woods,5QE,Oxfordshire,
38UDGR,Chinnor,5QD,Buckinghamshire,
38UDGS,Cholsey and Wallingford South,5QE,Oxfordshire,
38UDGT,Crowmarsh,5QE,Oxfordshire,
38UDGU,Didcot All Saints,5QE,Oxfordshire,
38UDGW,Didcot Ladygrove,5QE,Oxfordshire,
38UDGX,Didcot Northbourne,5QE,Oxfordshire,
38UDGY,Didcot Park,5QE,Oxfordshire,
38UDGZ,Forest Hill and Holton,5QE,Oxfordshire,
38UDHA,Garsington,5QE,Oxfordshire,
38UDHB,Goring,5QE,Oxfordshire,
38UDHC,Great Milton,5QE,Oxfordshire,
38UDHD,Hagbourne,5QE,Oxfordshire,
38UDHE,Henley North,5QE,Oxfordshire,
38UDHF,Henley South,5QE,Oxfordshire,
38UDHG,Sandford,5QE,Oxfordshire,
38UDHH,Shiplake,5QE,Oxfordshire,
38UDHJ,Sonning Common,5QE,Oxfordshire,
38UDHK,Thame North,5QD,Buckinghamshire,
38UDHL,Thame South,5QD,Buckinghamshire,
38UDHM,Wallingford North,5QE,Oxfordshire,
38UDHN,Watlington,5QE,Oxfordshire,
38UDHP,Wheatley,5QE,Oxfordshire,
38UDHQ,Woodcote,5QE,Oxfordshire,
38UEGJ,Abingdon Abbey and Barton,5QE,Oxfordshire,
38UEGK,Abingdon Caldecott,5QE,Oxfordshire,
38UEGL,Abingdon Dunmore,5QE,Oxfordshire,
38UEGM,Abingdon Fitzharris,5QE,Oxfordshire,
38UEGN,Abingdon Northcourt,5QE,Oxfordshire,
38UEGP,Abingdon Ock Meadow,5QE,Oxfordshire,
38UEGQ,Abingdon Peachcroft,5QE,Oxfordshire,
38UEGR,Appleton and Cumnor,5QE,Oxfordshire,
38UEGS,Blewbury and Upton,5QE,Oxfordshire,
38UEGT,Craven,5QE,Oxfordshire,
38UEGU,Drayton,5QE,Oxfordshire,
38UEGW,Faringdon and The Coxwells,5QE,Oxfordshire,
38UEGX,Greendown,5QE,Oxfordshire,
38UEGY,Grove,5QE,Oxfordshire,
38UEGZ,Hanneys,5QE,Oxfordshire,
38UEHA,Harwell,5QE,Oxfordshire,
38UEHB,Hendreds,5QE,Oxfordshire,
38UEHC,Kennington and South Hinksey,5QE,Oxfordshire,
38UEHD,Kingston Bagpuize with Southmoor,5QE,Oxfordshire,
38UEHE,Longworth,5QE,Oxfordshire,
38UEHF,Marcham and Shippon,5QE,Oxfordshire,
38UEHG,North Hinksey and Wytham,5QE,Oxfordshire,
38UEHH,Radley,5QE,Oxfordshire,
38UEHJ,Shrivenham,5K3,Swindon,
38UEHK,Stanford,5QE,Oxfordshire,
38UEHL,Sunningwell and Wootton,5QE,Oxfordshire,
38UEHM,Sutton Courtenay and Appleford,5QE,Oxfordshire,
38UEHN,Wantage Charlton,5QE,Oxfordshire,
38UEHP,Wantage Segsbury,5QE,Oxfordshire,
38UFGL,Alvescot and Filkins,5QE,Oxfordshire,
38UFGM,Ascott and Shipton,5QE,Oxfordshire,
38UFGN,Bampton and Clanfield,5QE,Oxfordshire,
38UFGP,Brize Norton and Shilton,5QE,Oxfordshire,
38UFGQ,Burford,5QE,Oxfordshire,
38UFGR,Carterton North East,5QE,Oxfordshire,
38UFGS,Carterton North West,5QE,Oxfordshire,
38UFGT,Carterton South,5QE,Oxfordshire,
38UFGU,Chadlington and Churchill,5QE,Oxfordshire,
38UFGW,Charlbury and Finstock,5QE,Oxfordshire,
38UFGX,Chipping Norton,5QE,Oxfordshire,
38UFGY,Ducklington,5QE,Oxfordshire,
38UFGZ,Eynsham and Cassington,5QE,Oxfordshire,
38UFHA,Freeland and Hanborough,5QE,Oxfordshire,
38UFHB,"Hailey, Minster Lovell and Leafield",5QE,Oxfordshire,
38UFHC,"Kingham, Rollright and Enstone",5QE,Oxfordshire,
38UFHD,Milton-under-Wychwood,5QE,Oxfordshire,
38UFHE,North Leigh,5QE,Oxfordshire,
38UFHF,"Standlake, Aston and Stanton Harcourt",5QE,Oxfordshire,
38UFHG,Stonesfield and Tackley,5QE,Oxfordshire,
38UFHH,The Bartons,5QE,Oxfordshire,
38UFHJ,Witney Central,5QE,Oxfordshire,
38UFHK,Witney East,5QE,Oxfordshire,
38UFHL,Witney North,5QE,Oxfordshire,
38UFHM,Witney South,5QE,Oxfordshire,
38UFHN,Witney West,5QE,Oxfordshire,
38UFHP,Woodstock and Bladon,5QE,Oxfordshire,
39UBFX,Albrighton South,5M2,Shropshire County,
39UBFY,Alveley,5M2,Shropshire County,
39UBFZ,Bridgnorth Castle,5M2,Shropshire County,
39UBGA,Bridgnorth East,5M2,Shropshire County,
39UBGB,Bridgnorth Morfe,5M2,Shropshire County,
39UBGC,Bridgnorth West,5M2,Shropshire County,
39UBGD,Broseley East,5M2,Shropshire County,
39UBGE,Broseley West,5M2,Shropshire County,
39UBGF,Claverley,5M2,Shropshire County,
39UBGG,Ditton Priors,5M2,Shropshire County,
39UBGH,Donington and Albrighton North,5M2,Shropshire County,
39UBGJ,Glazeley,5M2,Shropshire County,
39UBGK,Harrington,5M2,Shropshire County,
39UBGL,Highley,5M2,Shropshire County,
39UBGM,Morville,5M2,Shropshire County,
39UBGN,Much Wenlock,5M2,Shropshire County,
39UBGP,Shifnal Idsall,5M2,Shropshire County,
39UBGQ,Shifnal Manor,5M2,Shropshire County,
39UBGR,Shifnal Rural,5M2,Shropshire County,
39UBGS,Stottesdon,5M2,Shropshire County,
39UBGT,Worfield,5M2,Shropshire County,
39UCGD,Baschurch,5M2,Shropshire County,
39UCGE,Clive and Myddle,5M2,Shropshire County,
39UCGF,Cockshutt,5M2,Shropshire County,
39UCGG,Dudleston Heath,5M2,Shropshire County,
39UCGH,Ellesmere and Welshampton,5M2,Shropshire County,
39UCGJ,Hinstock,5M2,Shropshire County,
39UCGK,Hodnet,5M2,Shropshire County,
39UCGL,"Hordley, Tetchill and Lyneal",5M2,Shropshire County,
39UCGM,Market Drayton East,5M2,Shropshire County,
39UCGN,Market Drayton North,5M2,Shropshire County,
39UCGP,Market Drayton South,5M2,Shropshire County,
39UCGQ,Prees,5M2,Shropshire County,
39UCGR,Shavington,5M2,Shropshire County,
39UCGS,Shawbury,5M2,Shropshire County,
39UCGT,Sutton,5M2,Shropshire County,
39UCGU,Wem East,5M2,Shropshire County,
39UCGW,Wem Rural,5M2,Shropshire County,
39UCGX,Wem West,5M2,Shropshire County,
39UCGY,Whitchurch North,5M2,Shropshire County,
39UCGZ,Whitchurch Rural,5M2,Shropshire County,
39UCHA,Whitchurch South,5M2,Shropshire County,
39UCHB,Whitchurch West,5M2,Shropshire County,
39UCHC,Whixhall,5M2,Shropshire County,
39UCHD,Woore,5M2,Shropshire County,
39UDFR,Cabin Lane,5M2,Shropshire County,
39UDFS,Cambrian,5M2,Shropshire County,
39UDFT,Carreg Llwyd,5M2,Shropshire County,
39UDFU,Castle,5M2,Shropshire County,
39UDFW,Gatacre,5M2,Shropshire County,
39UDFX,Gobowen,5M2,Shropshire County,
39UDFY,Kinnerley,5M2,Shropshire County,
39UDFZ,Llanyblodwel and Pant,5M2,Shropshire County,
39UDGA,Maserfield,5M2,Shropshire County,
39UDGB,Ruyton and West Felton,5M2,Shropshire County,
39UDGC,St. Martin's,5M2,Shropshire County,
39UDGD,Sweeney and Trefonen,5M2,Shropshire County,
39UDGE,Weston Rhyn,5M2,Shropshire County,
39UDGF,Whittington,5M2,Shropshire County,
39UEFZ,Bagley,5M2,Shropshire County,
39UEGA,Battlefield and Heathgates,5M2,Shropshire County,
39UEGB,Bayston Hill,5M2,Shropshire County,
39UEGC,Belle Vue,5M2,Shropshire County,
39UEGD,Bowbrook,5M2,Shropshire County,
39UEGE,Castlefields and Quarry,5M2,Shropshire County,
39UEGF,Column,5M2,Shropshire County,
39UEGG,Condover,5M2,Shropshire County,
39UEGH,Copthorne,5M2,Shropshire County,
39UEGJ,Hanwood and Longden,5M2,Shropshire County,
39UEGK,Harlescott,5M2,Shropshire County,
39UEGL,Haughmond and Attingham,5M2,Shropshire County,
39UEGM,Lawley,5M2,Shropshire County,
39UEGN,Meole Brace,5M2,Shropshire County,
39UEGP,Monkmoor,5M2,Shropshire County,
39UEGQ,Montford,5M2,Shropshire County,
39UEGR,Pimhill,5M2,Shropshire County,
39UEGS,Porthill,5M2,Shropshire County,
39UEGT,Rea Valley,5M2,Shropshire County,
39UEGU,Rowton,5M2,Shropshire County,
39UEGW,Severn Valley,5M2,Shropshire County,
39UEGX,Sundorne,5M2,Shropshire County,
39UEGY,Sutton and Reabrook,5M2,Shropshire County,
39UEGZ,Underdale,5M2,Shropshire County,
39UFGF,Apedale,5M2,Shropshire County,
39UFGG,Bishop's Castle with Onny Valley,5M2,Shropshire County,
39UFGH,Bitterley with Stoke St Milborough,5M2,Shropshire County,
39UFGJ,Bucknell,5M2,Shropshire County,
39UFGK,Burford,5M2,Shropshire County,
39UFGL,Caynham with Ashford,5M2,Shropshire County,
39UFGM,Chirbury,5M2,Shropshire County,
39UFGN,Church Stretton North,5M2,Shropshire County,
39UFGP,Church Stretton South,5M2,Shropshire County,
39UFGQ,Clee,5M2,Shropshire County,
39UFGR,Cleobury Mortimer,5M2,Shropshire County,
39UFGS,Clun,5M2,Shropshire County,
39UFGT,Clun Forest,5M2,Shropshire County,
39UFGU,Corve Valley,5M2,Shropshire County,
39UFGW,Kemp Valley,5M2,Shropshire County,
39UFGX,Ludlow Henley,5M2,Shropshire County,
39UFGY,Ludlow St Laurence's,5M2,Shropshire County,
39UFGZ,Ludlow St Peter's,5M2,Shropshire County,
39UFHA,Ludlow Sheet with Ludford,5M2,Shropshire County,
39UFHB,Stokesay,5M2,Shropshire County,
39UFHC,Upper Corvedale,5M2,Shropshire County,
39UFHD,Wistanstow with Hopesay,5M2,Shropshire County,
39UFHE,Worthen,5M2,Shropshire County,
40UBHY,Ammerdown,5QL,Somerset,
40UBHZ,"Ashwick, Chilcompton and Stratton",5QL,Somerset,
40UBJA,Beckington and Selwood,5QL,Somerset,
40UBJB,Butleigh and Baltonsborough,5QL,Somerset,
40UBJC,Chewton Mendip and Ston Easton,5QL,Somerset,
40UBJD,Coleford and Holcombe,5QL,Somerset,
40UBJE,"Cranmore, Doulting and Nunney",5QL,Somerset,
40UBJF,Creech,5QL,Somerset,
40UBJG,Croscombe and Pilton,5QL,Somerset,
40UBJH,Frome Berkley Down,5QL,Somerset,
40UBJJ,Frome College,5QL,Somerset,
40UBJK,Frome Keyford,5QL,Somerset,
40UBJL,Frome Market,5QL,Somerset,
40UBJM,Frome Oakfield,5QL,Somerset,
40UBJN,Frome Park,5QL,Somerset,
40UBJP,Glastonbury St Benedict's,5QL,Somerset,
40UBJQ,Glastonbury St Edmund's,5QL,Somerset,
40UBJR,Glastonbury St John's,5QL,Somerset,
40UBJS,Glastonbury St Mary's,5QL,Somerset,
40UBJT,Moor,5QL,Somerset,
40UBJU,Postlebury,5QL,Somerset,
40UBJW,Rode and Norton St Philip,5QL,Somerset,
40UBJX,Rodney and Westbury,5QL,Somerset,
40UBJY,St Cuthbert Out North,5QL,Somerset,
40UBJZ,Shepton East,5QL,Somerset,
40UBKA,Shepton West,5QL,Somerset,
40UBKB,Street North,5QL,Somerset,
40UBKC,Street South,5QL,Somerset,
40UBKD,Street West,5QL,Somerset,
40UBKE,The Pennards and Ditcheat,5QL,Somerset,
40UBKF,Wells Central,5QL,Somerset,
40UBKG,Wells St Cuthbert's,5QL,Somerset,
40UBKH,Wells St Thomas',5QL,Somerset,
40UBKJ,Wookey and St Cuthbert Out West,5QL,Somerset,
40UCGJ,Axbridge,5QL,Somerset,
40UCGK,Axe Vale,5QL,Somerset,
40UCGL,Berrow,5QL,Somerset,
40UCGM,Brent North,5QL,Somerset,
40UCGN,Bridgwater Bower,5QL,Somerset,
40UCGP,Bridgwater Eastover,5QL,Somerset,
40UCGQ,Bridgwater Hamp,5QL,Somerset,
40UCGR,Bridgwater Quantock,5QL,Somerset,
40UCGS,Bridgwater Sydenham,5QL,Somerset,
40UCGT,Bridgwater Victoria,5QL,Somerset,
40UCGU,Burnham North,5QL,Somerset,
40UCGW,Burnham South,5QL,Somerset,
40UCGX,Cannington and Quantocks,5QL,Somerset,
40UCGY,Cheddar and Shipham,5QL,Somerset,
40UCGZ,East Poldens,5QL,Somerset,
40UCHA,Highbridge,5QL,Somerset,
40UCHB,Huntspill and Pawlett,5QL,Somerset,
40UCHC,King's Isle,5QL,Somerset,
40UCHD,Knoll,5QL,Somerset,
40UCHE,North Petherton,5QL,Somerset,
40UCHF,Puriton,5QL,Somerset,
40UCHG,Sandford,5QL,Somerset,
40UCHH,Wedmore and Mark,5QL,Somerset,
40UCHJ,West Poldens,5QL,Somerset,
40UCHK,Woolavington,5QL,Somerset,
40UDJP,Blackdown,5QL,Somerset,
40UDJQ,Blackmoor Vale,5QL,Somerset,
40UDJR,Bruton,5QL,Somerset,
40UDJS,Brympton,5QL,Somerset,
40UDJT,Burrow Hill,5QL,Somerset,
40UDJU,Camelot,5QL,Somerset,
40UDJW,Cary,5QL,Somerset,
40UDJX,Chard Avishayes,5QL,Somerset,
40UDJY,Chard Combe,5QL,Somerset,
40UDJZ,Chard Crimchard,5QL,Somerset,
40UDKA,Chard Holyrood,5QL,Somerset,
40UDKB,Chard Jocelyn,5QL,Somerset,
40UDKC,Coker,5QL,Somerset,
40UDKD,Crewkerne,5QL,Somerset,
40UDKE,Curry Rivel,5QL,Somerset,
40UDKF,Eggwood,5QL,Somerset,
40UDKG,Hamdon,5QL,Somerset,
40UDKH,Ilminster,5QL,Somerset,
40UDKJ,Islemoor,5QL,Somerset,
40UDKK,Ivelchester,5QL,Somerset,
40UDKL,Langport and Huish,5QL,Somerset,
40UDKM,Martock,5QL,Somerset,
40UDKN,Milborne Port,5QL,Somerset,
40UDKP,Neroche,5QL,Somerset,
40UDKQ,Northstone,5QL,Somerset,
40UDKR,Parrett,5QL,Somerset,
40UDKS,St Michael's,5QL,Somerset,
40UDKT,South Petherton,5QL,Somerset,
40UDKU,Tatworth and Forton,5QL,Somerset,
40UDKW,Tower,5QL,Somerset,
40UDKX,Turn Hill,5QL,Somerset,
40UDKY,Wessex,5QL,Somerset,
40UDKZ,Wincanton,5QL,Somerset,
40UDLA,Windwhistle,5QL,Somerset,
40UDLB,Yeovil Central,5QL,Somerset,
40UDLC,Yeovil East,5QL,Somerset,
40UDLD,Yeovil South,5QL,Somerset,
40UDLE,Yeovil West,5QL,Somerset,
40UDLF,Yeovil Without,5QL,Somerset,
40UEHM,Bishop's Hull,5QL,Somerset,
40UEHN,Bishop's Lydeard,5QL,Somerset,
40UEHP,Blackdown,5QL,Somerset,
40UEHQ,Bradford-on-Tone,5QL,Somerset,
40UEHR,Comeytrowe,5QL,Somerset,
40UEHS,Milverton and North Deane,5QL,Somerset,
40UEHT,Monument,5QL,Somerset,
40UEHU,Neroche,5QL,Somerset,
40UEHW,North Curry and Stoke St Gregory,5QL,Somerset,
40UEHX,Norton Fitzwarren,5QL,Somerset,
40UEHY,Ruishton and Creech,5QL,Somerset,
40UEHZ,Staplegrove,5QL,Somerset,
40UEJA,Taunton Blackbrook and Holway,5QL,Somerset,
40UEJB,Taunton Eastgate,5QL,Somerset,
40UEJC,Taunton Fairwater,5QL,Somerset,
40UEJD,Taunton Halcon,5QL,Somerset,
40UEJE,Taunton Killams and Mountfield,5QL,Somerset,
40UEJF,Taunton Lyngford,5QL,Somerset,
40UEJG,Taunton Manor and Wilton,5QL,Somerset,
40UEJH,Taunton Pyrland and Rowbarton,5QL,Somerset,
40UEJJ,Trull,5QL,Somerset,
40UEJK,Wellington East,5QL,Somerset,
40UEJL,Wellington North,5QL,Somerset,
40UEJM,Wellington Rockwell Green and West,5QL,Somerset,
40UEJN,West Monkton,5QL,Somerset,
40UEJP,Wiveliscombe and West Deane,5QL,Somerset,
40UFFW,Alcombe East,5QL,Somerset,
40UFFX,Alcombe West,5QL,Somerset,
40UFFY,Aville Vale,5QL,Somerset,
40UFFZ,Brompton Ralph and Haddon,5QL,Somerset,
40UFGA,Carhampton and Withycombe,5QL,Somerset,
40UFGB,Crowcombe and Stogumber,5QL,Somerset,
40UFGC,Dulverton and Brushford,5QL,Somerset,
40UFGD,Dunster,5QL,Somerset,
40UFGE,Exmoor,5QL,Somerset,
40UFGF,Minehead North,5QL,Somerset,
40UFGG,Minehead South,5QL,Somerset,
40UFGH,Old Cleeve,5QL,Somerset,
40UFGJ,Porlock and District,5QL,Somerset,
40UFGK,Quantock Vale,5QL,Somerset,
40UFGL,Quarme,5QL,Somerset,
40UFGM,Watchet,5QL,Somerset,
40UFGN,West Quantock,5QL,Somerset,
40UFGP,Williton,5QL,Somerset,
41UBFR,Brereton and Ravenhill,5PK,South Staffordshire,
41UBFS,Cannock East,5PK,South Staffordshire,
41UBFT,Cannock North,5PK,South Staffordshire,
41UBFU,Cannock South,5PK,South Staffordshire,
41UBFW,Cannock West,5PK,South Staffordshire,
41UBFX,Etching Hill and The Heath,5PK,South Staffordshire,
41UBFY,Hagley,5PK,South Staffordshire,
41UBFZ,Hawks Green,5PK,South Staffordshire,
41UBGA,Heath Hayes East and Wimblebury,5PK,South Staffordshire,
41UBGB,Hednesford Green Heath,5PK,South Staffordshire,
41UBGC,Hednesford North,5PK,South Staffordshire,
41UBGD,Hednesford South,5PK,South Staffordshire,
41UBGE,Norton Canes,5PK,South Staffordshire,
41UBGF,Rawnsley,5PK,South Staffordshire,
41UBGG,Western Springs,5PK,South Staffordshire,
41UCGC,Abbey,5PK,South Staffordshire,
41UCGD,Anglesey,5PK,South Staffordshire,
41UCGE,Bagots,5PK,South Staffordshire,
41UCGF,Branston,5PK,South Staffordshire,
41UCGG,Brizlincote,5PK,South Staffordshire,
41UCGH,Burton,5PK,South Staffordshire,
41UCGJ,Churnet,5PK,South Staffordshire,
41UCGK,Crown,5PK,South Staffordshire,
41UCGL,Eton Park,5PK,South Staffordshire,
41UCGM,Heath,5PK,South Staffordshire,
41UCGN,Horninglow,5PK,South Staffordshire,
41UCGP,Needwood,5PK,South Staffordshire,
41UCGQ,Rolleston on Dove,5PK,South Staffordshire,
41UCGR,Shobnall,5PK,South Staffordshire,
41UCGS,Stapenhill,5PK,South Staffordshire,
41UCGT,Stretton,5PK,South Staffordshire,
41UCGU,Town,5PK,South Staffordshire,
41UCGW,Tutbury and Outwoods,5PK,South Staffordshire,
41UCGX,Weaver,5PK,South Staffordshire,
41UCGY,Winshill,5PK,South Staffordshire,
41UCGZ,Yoxall,5PK,South Staffordshire,
41UDGE,All Saints,5PK,South Staffordshire,
41UDGF,Alrewas and Fradley,5PK,South Staffordshire,
41UDGG,Armitage with Handsacre,5PK,South Staffordshire,
41UDGH,Boley Park,5PK,South Staffordshire,
41UDGJ,Boney Hay,5PK,South Staffordshire,
41UDGK,Bourne Vale,5PK,South Staffordshire,
41UDGL,Burntwood Central,5PK,South Staffordshire,
41UDGM,Chadsmead,5PK,South Staffordshire,
41UDGN,Chase Terrace,5PK,South Staffordshire,
41UDGP,Chasetown,5PK,South Staffordshire,
41UDGQ,Colton and Mavesyn Ridware,5PK,South Staffordshire,
41UDGR,Curborough,5PK,South Staffordshire,
41UDGS,Fazeley,5PK,South Staffordshire,
41UDGT,Hammerwich,5PK,South Staffordshire,
41UDGU,Highfield,5PK,South Staffordshire,
41UDGW,King's Bromley,5PK,South Staffordshire,
41UDGX,Leomansley,5PK,South Staffordshire,
41UDGY,Little Aston,5PK,South Staffordshire,
41UDGZ,Longdon,5PK,South Staffordshire,
41UDHA,Mease and Tame,5PK,South Staffordshire,
41UDHB,St John's,5PK,South Staffordshire,
41UDHC,Shenstone,5PK,South Staffordshire,
41UDHD,Stonnall,5PK,South Staffordshire,
41UDHE,Stowe,5PK,South Staffordshire,
41UDHF,Summerfield,5PK,South Staffordshire,
41UDHG,Whittington,5PK,South Staffordshire,
41UEGA,Audley and Bignall End,5PH,North Staffordshire,
41UEGB,Bradwell,5PH,North Staffordshire,
41UEGC,Butt Lane,5PH,North Staffordshire,
41UEGD,Chesterton,5PH,North Staffordshire,
41UEGE,Clayton,5PH,North Staffordshire,
41UEGF,Cross Heath,5PH,North Staffordshire,
41UEGG,Halmerend,5PH,North Staffordshire,
41UEGH,Holditch,5PH,North Staffordshire,
41UEGJ,Keele,5PH,North Staffordshire,
41UEGK,Kidsgrove,5PH,North Staffordshire,
41UEGL,Knutton and Silverdale,5PH,North Staffordshire,
41UEGM,Loggerheads and Whitmore,5PH,North Staffordshire,
41UEGN,Madeley,5PH,North Staffordshire,
41UEGP,May Bank,5PH,North Staffordshire,
41UEGQ,Newchapel,5PH,North Staffordshire,
41UEGR,Porthill,5PH,North Staffordshire,
41UEGS,Ravenscliffe,5PH,North Staffordshire,
41UEGT,Seabridge,5PH,North Staffordshire,
41UEGU,Silverdale and Parksite,5PH,North Staffordshire,
41UEGW,Talke,5PH,North Staffordshire,
41UEGX,Thistleberry,5PH,North Staffordshire,
41UEGY,Town,5PH,North Staffordshire,
41UEGZ,Westlands,5PH,North Staffordshire,
41UEHA,Wolstanton,5PH,North Staffordshire,
41UFHM,Bilbrook,5PK,South Staffordshire,
41UFHN,Brewood and Coven,5PK,South Staffordshire,
41UFHP,Cheslyn Hay North and Saredon,5PK,South Staffordshire,
41UFHQ,Cheslyn Hay South,5PK,South Staffordshire,
41UFHR,Codsall North,5PK,South Staffordshire,
41UFHS,Codsall South,5PK,South Staffordshire,
41UFHT,Essington,5PK,South Staffordshire,
41UFHU,Featherstone and Shareshill,5PK,South Staffordshire,
41UFHW,Great Wyrley Landywood,5PK,South Staffordshire,
41UFHX,Great Wyrley Town,5PK,South Staffordshire,
41UFHY,Himley and Swindon,5PK,South Staffordshire,
41UFHZ,Huntington and Hatherton,5PK,South Staffordshire,
41UFJA,Kinver,5PK,South Staffordshire,
41UFJB,Pattingham and Patshull,5PK,South Staffordshire,
41UFJC,Penkridge North East and Acton Trussell,5PK,South Staffordshire,
41UFJD,Penkridge South East,5PK,South Staffordshire,
41UFJE,Penkridge West,5PK,South Staffordshire,
41UFJF,Perton Dippons,5PK,South Staffordshire,
41UFJG,Perton East,5PK,South Staffordshire,
41UFJH,Perton Lakeside,5PK,South Staffordshire,
41UFJJ,Trysull and Seisdon,5PK,South Staffordshire,
41UFJK,"Wheaton Aston, Bishopswood and Lapley",5PK,South Staffordshire,
41UFJL,Wombourne North and Lower Penn,5PK,South Staffordshire,
41UFJM,Wombourne South East,5PK,South Staffordshire,
41UFJN,Wombourne South West,5PK,South Staffordshire,
41UGGH,Barlaston and Oulton,5PK,South Staffordshire,
41UGGJ,Baswich,5PK,South Staffordshire,
41UGGK,Chartley,5PK,South Staffordshire,
41UGGL,Church Eaton,5PK,South Staffordshire,
41UGGM,Common,5PK,South Staffordshire,
41UGGN,Coton,5PK,South Staffordshire,
41UGGP,Eccleshall,5PK,South Staffordshire,
41UGGQ,Forebridge,5PK,South Staffordshire,
41UGGR,Fulford,5PK,South Staffordshire,
41UGGS,Gnosall and Woodseaves,5PK,South Staffordshire,
41UGGT,Haywood and Hixon,5PK,South Staffordshire,
41UGGU,Highfields and Western Downs,5PK,South Staffordshire,
41UGGW,Holmcroft,5PK,South Staffordshire,
41UGGX,Littleworth,5PK,South Staffordshire,
41UGGY,Manor,5PK,South Staffordshire,
41UGGZ,Milford,5PK,South Staffordshire,
41UGHA,Milwich,5PK,South Staffordshire,
41UGHB,Penkside,5PK,South Staffordshire,
41UGHC,Rowley,5PK,South Staffordshire,
41UGHD,St. Michael's,5PK,South Staffordshire,
41UGHE,Seighford,5PK,South Staffordshire,
